source_airport,destination_airport,distance_km,operating_airlines,min_stops,equipment_types
MSP,LGA,1638.07,DL,0,319;320;738;M88
MSP,LHR,6442.92,AF;DL;KL;VS,0,764;767
MSP,LNK,532.81,DL,0,CRJ
MSP,LSE,191.9,DL,0,CRJ
MSP,MBS,743.54,DL,0,CRJ
MSP,MCI,633.01,DL;FL;WN,0,319;320;73C;73W;ERJ;M88
MSP,MCO,2110.44,DL;FL;SY;WN,0,738;73G;73W;753;757
MSP,MDW,560.32,DL;FL;SY;WN,0,738;73G;73H;73W;CR7;CR9;E70;E75
MSP,MEM,1128.27,DL,0,M88
MSP,MIA,2418.08,AA;DL;US,0,320;738;M90
MSP,MKE,477.61,DL;FL;WN,0,319;320;73C;73W;M88;M90
MSP,MLI,440.64,DL,0,CRJ;ERJ
MSP,MOT,720.88,DL,0,CR9;CRJ;E70;E75
MSP,MSN,366.02,DL,0,319;320
MSP,MSO,1625.75,DL,0,319
MSP,MSY,1675.77,9E;AF;DL;KL,0,CR9;E75
MSP,NRT,9552.89,DL,0,332;777
MSP,OAK,2534.11,FL,0,73W
MSP,OKC,1118.4,DL,0,CRJ
MSP,OMA,453.19,DL,0,319;320;M88
MSP,ORD,537.0,AA;DL;NK;UA;US,0,319;320;738;73G;CR7;E75;M88;M90
MSP,ORF,1678.9,DL,0,CR7
MSP,PDX,2288.69,DL,0,738;753;M90
MSP,PHL,1574.42,AA;DL;US,0,319;320;E90;M90
MSP,PHX,2051.71,AA;DL;FL;SY;US;WN,0,319;320;321;73C;73G;73W;757;M90
MSP,PIA,550.24,DL,0,CRJ
MSP,PIT,1166.74,DL,0,319;320
MSP,PSC,2012.59,DL,0,CR9
MSP,PSP,2336.34,DL;SY,0,320;73G
MSP,PUJ,3722.07,SY,0,738
MSP,RAP,785.55,DL,0,CR9;CRJ;E75
MSP,RDU,1576.16,DL,0,320;M88;M90
MSP,RHI,305.41,DL,0,CRJ
MSP,RIC,1558.92,DL,0,CR7
MSP,ROC,1257.09,DL,0,CR7
MSP,RST,122.52,DL,0,CRJ
MSP,RSW,2282.23,DL;SY,0,738;73G;757;M90
MSP,SAN,2462.8,AS;DL;SY,0,738;739;73G
MSP,SAT,1767.79,DL,0,CR9;E70;E75
MSP,SBN,660.51,DL,0,CRJ
MSP,SDF,971.02,DL,0,ERJ
MSP,SEA,2244.81,AF;AS;DL;KL;SY,0,738;739;73G;73J;753;757;763
MSP,SFO,2551.39,AF;DL;KL;SY;UA,0,319;320;738;739;73G;753;757;M90
MSP,SJC,2530.05,DL,0,320;738
MSP,SLC,1591.53,DL,0,319;320;738;757
MSP,SMF,2436.45,DL,0,320
MSP,SNA,2445.74,DL,0,319;757
MSP,STL,721.65,DL;FL;WN,0,319;320;733;73W;M88;M90
MSP,SYR,1380.54,DL,0,CR9;E70
MSP,TPA,2104.77,DL,0,757;M88
MSP,TUL,991.35,DL,0,CRJ
MSP,TUS,2087.27,DL,0,M90
MSP,TVC,602.63,DL,0,CRJ
MSP,TYS,1274.49,DL,0,CR9
MSP,XNA,960.64,DL,0,CRJ
MSP,YEG,1744.22,DL,0,E75
MSP,YQR,1054.3,DL,0,CRJ
MSP,YUL,1524.67,DL;WS,0,CR9
MSP,YVR,2304.58,DL,0,E75
MSP,YWG,635.43,DL,0,CR9;CRJ;E70
MSP,YXE,1277.91,DL,0,E75
MSP,YYC,1688.01,DL,0,319;320
MSP,YYZ,1088.94,AC;DL;UA;WS,0,CRA;CRJ
MSQ,AER,1449.43,B2,0,735;CRJ
MSQ,AMS,1556.24,B2,0,733;735
MSQ,ARN,887.72,B2,0,CRJ
MSQ,ASB,2900.05,B2,0,735
MSQ,AUH,3949.77,B2;EY,0,319;320
MSQ,BCN,2375.04,B2,0,733;735;E75
MSQ,BEY,2306.45,B2,0,CRJ
MSQ,BUD,945.7,B2,0,735;CRJ
MSQ,BUS,1694.26,B2,0,CRJ
MSQ,CDG,1835.5,B2,0,733
MSQ,DME,657.05,B2;S7;UN,0,733;735;CRJ;E95
MSQ,EVN,1957.91,B2,0,E75
MSQ,FCO,1779.08,B2,0,735
MSQ,FRA,1395.26,B2;LH,0,735;E75;E90
MSQ,GVA,1770.49,B2,0,E75;E95
MSQ,GYD,2217.88,B2,0,735
MSQ,HAJ,1229.42,B2,0,CRJ
MSQ,HEL,738.9,AY;B2,0,733;CR2;CRJ
MSQ,IKA,2724.86,B2,0,E75
MSQ,IST,1402.88,B2;TK,0,320;733;E75
MSQ,KBP,439.2,B2;PS,0,737;CRJ;E75
MSQ,KGD,494.22,B2,0,CRJ
MSQ,KRR,1268.24,B2,0,735
MSQ,KUF,1451.93,B2,0,CRJ
MSQ,KUT,1681.3,B2,0,CRJ
MSQ,LCA,2158.13,B2,0,733
MSQ,LED,671.78,B2;S7;UN,0,735;CRJ;E75;E95
MSQ,LGW,1920.52,B2,0,735;E75
MSQ,MXP,1654.33,B2,0,735
MSQ,NCE,1890.66,B2,0,E75
MSQ,PRG,1030.2,B2;OK,0,733;E75;E95
MSQ,RIX,424.16,B2;BT,0,73C;CRJ;DH4
MSQ,SVO,642.4,SU,0,319;320
MSQ,SVX,2077.5,B2,0,CRJ
MSQ,SXF,980.42,B2,0,CRJ
MSQ,TBS,1846.39,B2,0,735
MSQ,TLV,2492.37,B2,0,733
MSQ,TSE,2913.93,B2,0,735
MSQ,VIE,1025.16,B2;OS,0,100;319;320;321;F70
MSQ,VNO,196.89,B2,0,CRJ
MSQ,WAW,509.26,B2;LO,0,734;735;CRJ;E75;E95
MSR,ESB,759.55,TK,0,738
MSR,IST,1133.58,TK,0,320
MSR,SAW,1080.63,PC,0,738
MSS,ALB,257.24,9K,0,CNA
MST,ALC,1489.67,FR,0,738
MST,AYT,2518.37,HV,0,73H
MST,BRI,1375.64,FR,0,738
MST,FAO,1889.79,FR,0,738
MST,GRO,1027.94,FR,0,738
MST,HER,2326.54,HV,0,73H
MST,OPO,1543.11,FR,0,738
MST,PMI,1284.99,FR,0,738
MST,TFS,3158.17,FR,0,738
MST,TPS,1539.31,FR,0,738
MSU,JNB,375.75,SA,0,ER3
MSW,ASM,64.74,UE,0,733
MSY,ATL,683.57,AF;AM;AS;AZ;DL;FL;KL;VS;WN,0,717;73W;757;M88;M90
MSY,AUS,713.3,AA;FL;WN,0,735;73C
MSY,BNA,758.83,WN,0,733;735;73W
MSY,BOS,2199.57,B6,0,E90
MSY,BWI,1606.16,FL;WN,0,73W
MSY,CLE,1477.58,UA,0,ERJ
MSY,CLT,1047.22,AA;US,0,319;320;CR9;E70;E75
MSY,CVG,1129.06,DL,0,ERJ
MSY,DAL,701.34,FL;WN,0,733;735;73C;73W
MSY,DCA,1559.35,AA;US,0,319;E70;E75
MSY,DEN,1708.09,AC;F9;FL;UA;WN,0,319;320;738;73W;ERJ
MSY,DFW,719.44,AA;BA;CX;NK;QF;US,0,319;M80;M83
MSY,DTW,1492.27,9E;AF;DL;KL;VS,0,319;CR7;CR9;M88
MSY,EWR,1877.43,AC;FL;LH;UA;WN,0,319;320;738;73W;ERJ
MSY,EYW,1034.3,FL;WN,0,73W
MSY,FLL,1082.83,FL;WN,0,73C;73W
MSY,HOU,485.88,FL;WN,0,735;73C;73W
MSY,IAD,1536.04,AC;LH;UA,0,319;320;CR7;E70
MSY,IAH,489.53,AC;LH;TK;UA,0,319;320;738;73G;CR7;ERJ
MSY,JFK,1901.49,9E;AF;AZ;B6;DL;EY;JL;KL;LH;QR;VS,0,320;CR9;E90
MSY,LAS,2409.57,FL;WN,0,73H;73W
MSY,LAX,2682.85,AS;CI;DL;KL;NZ;OZ;UA;VA;WN,0,319;738;739;73H;73W
MSY,LGA,1903.37,9E;DL;WS,0,319;CR9
MSY,MCI,1111.57,FL;WN,0,73W
MSY,MCO,885.52,FL;WN,0,733;73C;73W
MSY,MDW,1330.39,FL;WN,0,73H;73W
MSY,MEM,562.04,9E;DL,0,CRJ;ERJ
MSY,MIA,1084.59,AA;BA;IB;US;WS,0,738
MSY,MKE,1455.62,FL;WN,0,73W
MSY,MSP,1675.77,9E;AF;DL,0,CR9;E75
MSY,ORD,1349.25,AA;AC;BA;EI;NH;QF;UA;US,0,319;320;CR7;E75;ERJ
MSY,PHL,1750.88,AA;US,0,319;E75;E90
MSY,PHX,2088.97,WN,0,73H;73W
MSY,SAN,2568.27,FL;WN,0,73W
MSY,SFO,3069.42,UA,0,319;320;738
MSY,SLC,2296.24,AS;DL,0,319;320
MSY,STL,973.6,FL;WN,0,73C;73W
MSY,TPA,783.96,FL;WN,0,733;73C;73W
MSY,YYZ,1788.11,AC;UA,0,CRA
MSZ,LAD,721.65,DT,0,73G
MTJ,DEN,315.67,UA,0,DH4
MTM,KTN,26.42,3F;K3;Z3,0,DHP
MTR,BOG,494.42,AV;LA,0,318;319;320
MTR,EOH,290.62,LA,0,DH2
MTS,JNB,308.15,SA,0,ER3
MTT,MEX,495.52,4O;AM,0,E75;EMJ;ERJ;SU9
MTV,SLH,27.99,NF,0,DHT
MTV,TOH,122.06,NF,0,DHT
MTV,ZGU,62.86,NF,0,YN2
MTY,ACA,1003.8,VB,0,733
MTY,AGU,505.68,AM,0,ERJ
MTY,ATL,1745.24,AF;AM;AZ;DL;KL;VS,0,CR9
MTY,BJX,550.22,AM;VB,0,733;ERJ
MTY,CJS,896.48,AM;VB;Y4,0,320;733;ERJ
MTY,CUL,749.3,AM;DL;VB;Y4,0,320;733;ER4;ERJ
MTY,CUN,1448.34,4O;VB;Y4,0,320;733
MTY,CUU,664.04,AM;DL;VB;Y4,0,320;733;ER4;ERJ
MTY,DFW,845.44,AA;US,0,M80;M83
MTY,DTW,2383.39,AM;DL,0,319
MTY,GDL,669.96,4O;AM;DL;VB;Y4,0,319;320;733;ER4;ERJ
MTY,HMO,1140.42,AM;VB,0,733;ERJ
MTY,IAH,661.75,UA;VB,0,733;ERJ
MTY,LAP,1051.04,VB,0,733
MTY,LAS,1832.15,4O;AM;DL,0,320;737
MTY,MEX,713.16,4O;AM;VB;Y4,0,320;733;737;EMJ;ERJ
MTY,MID,1194.19,VB;Y4,0,320;733
MTY,MZT,687.79,VB,0,733
MTY,OAX,1036.81,VB,0,733
MTY,ORD,2119.52,UA,0,CR7
MTY,PBC,757.41,AM,0,ERJ
MTY,PTY,2869.79,AM;CM,0,E90
MTY,PVR,773.1,VB;Y4,0,320;733
MTY,QRO,573.96,AM;VB,0,733;ERJ
MTY,SAT,447.59,4O;AM;DL,0,320;ER4;ERJ
MTY,SJD,1015.61,VB;Y4,0,320;733
MTY,TAM,449.1,AM;VB,0,733;AT7
MTY,TGZ,1260.06,VB,0,733
MTY,TIJ,1798.89,Y4,0,319;320
MTY,TLC,718.4,4O;AM,0,320;ERJ
MTY,VER,840.16,AM;VB;Y4,0,320;733;ERJ
MTY,VSA,1145.86,VB,0,733
MUA,EGM,72.97,IE,0,DHT
MUA,GZO,50.83,IE,0,DH8
MUA,HIR,330.22,IE,0,DH8;DHT
MUA,KGE,116.45,IE,0,DHT
MUB,BBK,299.62,BP,0,AT5
MUB,CPT,1627.18,BP,0,AR8
MUB,GBE,570.18,BP,0,AT5;AT7
MUB,JNB,844.08,BP;SA,0,AR8;AT5;AT7
MUB,VFA,328.03,SW,0,ER3
MUB,WDH,677.68,SW,0,ER3
MUC,ACE,3058.01,AB;DE,0,32S;738;757
MUC,ADB,1666.96,LH;XQ,0,319;320;321;738
MUC,AGA,2691.47,DE,0,32S
MUC,AGP,1854.94,AB;DY;IB;LH;VY,0,320;321;738;73H
MUC,ALC,1496.75,AB;DY,0,320;738;73H
MUC,AMM,2747.19,AB;RJ,0,319
MUC,AMS,664.17,KL;LH,0,737;CR9;E95
MUC,AOI,540.65,LH,0,CR9;E95
MUC,AOK,1912.26,AB,0,320
MUC,ARN,1317.31,DY;LH;SK,0,319;320;321;73H;CR9
MUC,ATH,1517.68,A3;CA;LH;US,0,320;321;330
MUC,ATL,7701.97,AF;DL;KL,0,764
MUC,AUH,4580.0,AB;BT;EY,0,332;333;345;346
MUC,AYT,2000.93,AB;DE;X3;XQ,0,321;738;73H;757
MUC,BCN,1094.63,IB;LH;VY,0,319;320;321;E95
MUC,BDS,984.66,AB;IG,0,320;738;73G
MUC,BEG,760.11,LH;SK,0,E95
MUC,BHX,1059.84,LH,0,E95
MUC,BIO,1266.97,LH,0,319;320;E95
MUC,BKK,8799.71,LH;TG,0,747
MUC,BLL,840.71,BA,0,FRJ
MUC,BLQ,426.29,LH,0,E95
MUC,BOD,1031.07,V7,0,717
MUC,BOM,6312.17,AI;LH,0,333
MUC,BOS,6181.02,LH;UA,0,333
MUC,BRE,562.92,LH,0,319;320;321;E95
MUC,BRI,892.81,EN;LH,0,E95
MUC,BRN,358.97,SX,0,D38
MUC,BRS,1090.64,BM,0,ER4
MUC,BRU,596.98,LH;SN,0,319;320;CR9;E95
MUC,BSL,328.04,LH;LX;SK,0,CR7;CR9
MUC,BUD,566.48,LH,0,319;320;321;CR9;E95
MUC,BVC,4769.2,X3,0,73H
MUC,CAG,1035.42,AB;IG;LH,0,320;738;E95
MUC,CAI,2623.17,LH;MS,0,738
MUC,CDG,681.57,AF;LH,0,318;319;320;321;32A;E95
MUC,CFU,1168.9,AB;DE;X3,0,320;321;32S;73H
MUC,CGN,435.7,AB;LH,0,319;320;321;73G;E95
MUC,CHQ,1749.75,DE,0,32S
MUC,CLJ,908.67,LH,0,E95
MUC,CLT,7350.67,LH,0,346
MUC,CMN,2317.73,AT,0,73G
MUC,CPH,809.91,LH;SK,0,319;320;321;CR9;E95
MUC,CTA,1239.39,AB;AY;IG;KM;LH,0,319;320;321;738;E95
MUC,DBV,818.18,LH;OU,0,319;320;E95
MUC,DEL,5899.45,AI;LH,0,333;346
MUC,DJE,1612.15,BJ;DE;TU,0,321;736;757
MUC,DLM,1893.95,DE;X3,0,73H;757
MUC,DME,1942.04,AB;LH;S7,0,319;320;321;738;763
MUC,DOH,4301.9,QR;US,0,788
MUC,DOK,1914.07,LH,0,CR7;CR9
MUC,DRS,340.19,LH,0,E95
MUC,DTM,461.42,4U;LH,0,319
MUC,DUB,1381.28,EI;LH,0,319;320
MUC,DUS,485.82,AB;LH;X3,0,319;320;321;738;73H;DH4
MUC,DXB,4564.01,EK;LH;QF,0,333;388
MUC,EBA,633.48,3L,0,DH3
MUC,EBL,2940.02,ST,0,73G
MUC,EDI,1330.34,U2,0,319
MUC,ESB,1912.15,LH,0,320;321
MUC,EWR,6502.96,LH;UA,0,346;764
MUC,FAO,2038.21,AB;LH;TP;X3,0,321;738;73H
MUC,FCO,729.58,AZ;LH,0,319;320;321;32S
MUC,FLR,507.23,EN;LH,0,E95
MUC,FMO,511.48,LH,0,CR9;E95
MUC,FNC,2947.88,AB;DE,0,32S;738
MUC,FRA,299.08,CY;ET;LH,0,319;320;321;32A
MUC,FUE,3116.73,AB;DE;X3,0,32S;738;73H
MUC,GDN,813.91,LH;LO,0,E95
MUC,GOA,493.0,LH,0,CR7;CR9
MUC,GOT,1035.63,LH;SK,0,CR9;E95
MUC,GRU,9857.45,JJ;LH,0,346
MUC,GRZ,312.67,LH;OS,0,CR7;CR9
MUC,GVA,488.33,LH;LX,0,CR9;E95
MUC,GWT,766.92,AB;LH,0,73G;DH4;E95
MUC,HAJ,480.31,LH,0,319;320;321;E95
MUC,HAM,600.02,AB;LH,0,319;320;321;738;73G
MUC,HEL,1574.54,AB;AY;LH;SK,0,319;320;E90
MUC,HER,1817.82,A3;AB;DE;LH;X3,0,320;32S;738;73H
MUC,HKG,9019.35,LH,0,346
MUC,HND,9358.62,LH;NH,0,346;788
MUC,HRG,3024.99,DE,0,757
MUC,IAD,6842.95,LH;UA,0,333;764
MUC,IAH,8699.03,UA,0,764
MUC,IBZ,1344.34,AB;DE,0,320;32S;738
MUC,ICN,8499.6,LH,0,346
MUC,IST,1547.57,LH;OZ;TK;US,0,320;321;738
MUC,ISU,3082.46,ST,0,73G
MUC,JFK,6481.06,LH;UA,0,333
MUC,JNB,8444.34,LH;SA;US,0,332;343;346
MUC,KBP,1397.76,LH;PS,0,319;320;321;734
MUC,KEF,2691.75,FI,0,75W
MUC,KGS,1788.86,AB;DE;X3,0,32S;738;73H
MUC,KIV,1291.5,LH,0,E95
MUC,KLX,1505.23,A3;LH,0,319
MUC,KRK,611.42,LH;LO,0,319;320;E95
MUC,KRR,2109.18,U6,0,320
MUC,KVA,1306.84,AB,0,738
MUC,LAX,9615.8,LH;UA,0,346
MUC,LCA,2339.52,CY;LH,0,320;321
MUC,LED,1741.31,LH;SU,0,319;320;321
MUC,LEJ,342.9,LH,0,CR7;CR9;E95
MUC,LGW,913.54,U2,0,319;320
MUC,LHR,941.58,AA;AB;BA;LH,0,319;320;321
MUC,LIS,1983.61,LH;TP;US,0,319;320;321
MUC,LJU,310.93,JP;LH,0,CR2;CR9
MUC,LPA,3254.34,AB;DE;DY;X3,0,738;73H;757
MUC,LUX,430.92,LG;LH,0,CR7;CR9;DH4;ER4
MUC,LWO,899.99,LH,0,CR7;CR9
MUC,LYS,585.84,LH,0,CR9;E95
MUC,MAD,1496.97,AB;IB;LH;LY;SK;UX,0,319;320;321;738;E90
MUC,MAH,1119.69,AB,0,738
MUC,MAN,1130.05,LH;SA;SQ;U2;VA;VS,0,319;320;77W
MUC,MCT,4902.17,WY,0,332;333
MUC,MEX,9844.86,LH,0,346
MUC,MJT,1571.92,AB,0,320
MUC,MLA,1406.91,KM;LH,0,319;320
MUC,MRS,745.59,LH,0,CR9;E95
MUC,MXP,381.36,LH,0,E95
MUC,NAP,853.59,AB;IG;LH,0,320;321;738
MUC,NBE,1369.69,AB;BJ;TU,0,320;736
MUC,NCE,629.97,LH,0,E95
MUC,NTE,1009.06,V7,0,717
MUC,NUE,137.41,LH,0,CR7;CR9
MUC,ODS,1434.34,LH,0,CR7;CR9
MUC,OLB,848.08,AB;IG;LH,0,320;738;73G;E95
MUC,OPO,1790.26,S4,0,320
MUC,ORD,7269.55,LH;UA,0,346;763;777
MUC,ORK,1492.0,EI,0,320
MUC,OSL,1309.31,DY;LH;SK,0,319;320;321;73G;73H;73W;E95
MUC,OTP,1171.01,LH;RO,0,320;321;733
MUC,OVB,4727.26,S7,0,738
MUC,PAD,427.45,LH,0,CR7;CR9
MUC,PEK,7720.91,CA;LH,0,330;346
MUC,PHL,6631.16,AA;US,0,333
MUC,PMI,1215.74,AB;DE;LH;X3,0,319;320;321;32S;738;73H;757
MUC,PMO,1136.59,LH,0,319;E95
MUC,POZ,576.09,LH;LO,0,CR7;CR9
MUC,PRG,264.56,LH,0,CR9;E95
MUC,PRN,964.99,JP;LH,0,319
MUC,PSA,530.27,LH,0,CR9;E95
MUC,PUJ,7758.6,AB;DE,0,332;767
MUC,PVG,8778.17,CA;LH,0,346
MUC,PVK,1271.34,AB,0,320
MUC,RAK,2498.99,AT,0,738
MUC,RHO,1878.69,AB;DE;X3,0,32S;738;73H
MUC,RIX,1254.88,AB;BT,0,733;735;73C;DH4
MUC,RLG,619.68,LH,0,CR9;E95
MUC,RTM,658.73,LH,0,CR7;CR9
MUC,RUH,3999.4,LH,0,333
MUC,SAW,1610.03,AB;PC;TK,0,320;738
MUC,SBZ,973.46,LH;RO,0,73W;CR9
MUC,SFO,9437.04,LH;UA,0,346
MUC,SIN,10058.43,SQ;US;VA;VS,0,77W
MUC,SJJ,712.55,LH,0,319;E95
MUC,SKG,1241.54,A3;AB;LH;US,0,320;738
MUC,SMI,1702.38,AB,0,320
MUC,SOF,1100.78,AC;LH,0,320;321;E95
MUC,SPC,3342.8,DE,0,32S
MUC,SPU,638.75,LH;OU,0,CR9;DH4
MUC,STN,911.01,U2,0,319
MUC,STR,192.5,LH,0,CR7;CR9;E95
MUC,SUF,1109.64,LH,0,319
MUC,SVO,1927.39,SU,0,320
MUC,SVX,3363.09,U6,0,320
MUC,TBS,2687.8,LH,0,319
MUC,TFS,3317.68,AB;DE;DY;X3,0,32S;738;73H;757
MUC,TIA,991.93,LH,0,E95
MUC,TLS,960.12,LH,0,319;CR9;E95
MUC,TLV,2655.01,AB;LH;LY,0,320;321;738;73G;763
MUC,TRN,471.18,LH,0,E95
MUC,TRS,308.53,LH,0,CR7;CR9
MUC,TSR,775.93,LH,0,CR9;E95
MUC,TUN,1285.33,TU,0,736
MUC,TXL,479.57,AB;HU;LH,0,319;320;321;738;73G
MUC,VCE,319.64,EN;LH,0,E95
MUC,VIE,355.29,AB;HG;LH;OS;RJ,0,100;319;320;CR9;E90;E95;F70
MUC,VLC,1388.5,LH,0,319
MUC,VNO,1163.45,LT,0,CR2;E75
MUC,VOZ,1983.1,YQ,0,S20
MUC,VRN,335.92,EN;LH,0,E95
MUC,WAW,777.33,LH;LO,0,E75;E95
MUC,WRO,477.08,LH;LO,0,CR7;CR9;E95
MUC,XRY,1941.59,DE;X3,0,32S;73H
MUC,YUL,6150.77,AC;LH,0,333
MUC,YVR,8340.36,AC;LH,0,333
MUC,YYZ,6640.95,AC;LH,0,77W
MUC,ZAD,545.63,LH;OU,0,DH4
MUC,ZAG,435.28,LH;OU,0,CR9;DH4;E95
MUC,ZRH,260.71,LH;LX,0,319;AR1;CR9;E95
MUC,ZTH,1389.36,AB,0,738
MUE,OGG,127.51,MW,0,CNA
MUK,RAR,282.16,GZ,0,EMB
MUN,CCS,431.09,R7;V0;VH,0,DC9;E90;M80;M82
MUN,PMV,156.88,V0,0,E90
MUR,BBN,136.83,MH,0,DHT
MUR,LBP,166.74,MH,0,DHT
MUR,LGL,124.43,MH,0,DHT
MUR,LKH,109.96,MH,0,DHT
MUR,MYY,41.12,MH,0,DHT
MUR,ODN,83.37,MH,0,DHT
MUW,ALG,321.67,AH,0,ATR
MUW,TID,120.38,AH,0,ATR
MUX,DXB,1671.42,FZ;NL,0,734;73H
MUX,ISB,397.07,PK,0,ATR
MUX,JED,3349.37,PK,0,310
MUX,KHI,723.09,I6;NL;PK,0,310;320;733;734;737;73H;ATR
MUX,LHE,320.36,PK,0,737;73H;ATR
MUX,MED,3183.08,NL;PK,0,310;320
MUX,SHJ,1653.99,PK,0,737;73H
MUX,UET,430.55,PK,0,ATR
MVD,AEP,220.21,5Q;AR,0,737;AT7
MVD,ASU,1076.83,5Q,0,AT7
MVD,CWB,1226.28,5Q,0,AT7
MVD,EZE,228.64,5Q;AF;AR;KL,0,772;777;AT7;E90
MVD,GIG,1823.9,5Q,0,319;AT7
MVD,GRU,1569.52,5Q;G3;JJ;LA;PZ,0,319;320;738;AT7
MVD,LIM,3310.45,AV,0,320
MVD,MAD,9946.52,UX,0,332
MVD,MIA,7209.76,AA;US,0,763
MVD,POA,705.6,5Q;G3,0,738;AT7
MVD,PTY,5465.59,CM,0,738
MVD,SCL,1366.54,5Q;LA,0,319;320;763
MVP,BOG,579.43,9R,0,E70
MVP,VVC,495.89,9R;AV,0,AT5;AT7
MVR,NSI,805.45,QC,0,737
MVT,PPT,313.38,VT,0,ATR
MVT,RGI,113.87,VT,0,ATR
MVY,ACK,48.82,9K,0,CNA
MVY,BOS,112.74,9K,0,CNA
MVY,EWB,42.47,9K,0,CNA
MVY,HPN,261.2,9K,0,CNA
MWA,STL,162.14,9K,0,CNA
MWF,SON,108.28,NF,0,DHT
MWX,CJU,164.89,OZ,0,321
MWX,MFM,1893.5,NX,0,320
MWX,PEK,1031.74,CA;OZ,0,321
MWX,PVG,604.04,MU,0,320
MWX,TSN,923.58,GS,0,321
MWZ,BKZ,174.82,PW,0,AT5
MWZ,DAR,851.85,PW,0,AT5;AT7
MWZ,JRO,472.8,KQ;PW,0,AT7
MWZ,NBO,461.28,KQ;PW,0,AT4;AT5
MXH,HGU,131.31,CG;PX,0,DH3;DH8;DHT
MXH,POM,556.41,CG,0,DH8
MXL,GDL,1791.77,Y4,0,320
MXL,HMO,560.9,AM,0,ERJ
MXL,MEX,2177.01,AM;Y4,0,320;737
MXP,AGP,1485.77,U2,0,319;320
MXP,AHO,556.94,U2,0,319
MXP,ALG,1095.26,AH,0,736
MXP,AMS,796.64,U2,0,319;320
MXP,ATH,1520.35,A3;OA;U2,0,319;320
MXP,AUH,4713.71,AZ;EY,0,332
MXP,BCN,720.79,IB;SQ;U2;VY,0,319;320;77W
MXP,BDS,929.17,U2,0,319;320
MXP,BEG,910.68,AZ;JU;U2,0,319;733
MXP,BEY,2620.23,AZ;ME,0,320
MXP,BHX,1074.41,BE,0,E75
MXP,BIO,958.25,IB;VY,0,320
MXP,BKK,9079.59,TG,0,744
MXP,BOD,744.46,U2,0,319
MXP,BRI,818.35,U2,0,319;320
MXP,BRS,1056.44,BM,0,ER4
MXP,BRU,664.69,HU;LH;SN;U2,0,319;AR1
MXP,BUD,829.51,W6,0,320
MXP,CAG,709.83,U2,0,319;320
MXP,CAI,2616.78,AZ;MS,0,319;32S;738
MXP,CDG,598.25,PK;U2,0,319;320;777
MXP,CGN,593.82,4U,0,319;CRJ
MXP,CMN,1947.19,AT;U2,0,319;320;738;73G
MXP,CPH,1144.11,SK;U2,0,319;320;321
MXP,CTA,1049.07,AP;AZ;U2,0,319;320
MXP,CUN,8771.12,BV,0,767
MXP,DKR,4219.62,IG,0,737;767
MXP,DME,2307.98,UN,0,735
MXP,DOH,4422.76,QR,0,320;332;333
MXP,DUB,1381.73,EI,0,320
MXP,DUS,645.58,4U;AB;IG,0,320;738;73G;CRJ
MXP,DXB,4707.41,B6;EK,0,773;77W
MXP,EDI,1424.0,U2,0,319
MXP,EWR,6436.35,LH;UA,0,764
MXP,FCO,510.78,AZ;BV;ET;IG;KE;U2,0,319;320;737;744;763;767;E75;E90
MXP,FOR,7200.59,I9,0,767
MXP,FRA,489.7,ET;LH,0,319;320;321;32A;733
MXP,FUE,2750.99,IG,0,737
MXP,GRU,9485.49,JJ,0,330
MXP,GYD,3367.86,AZ;J2,0,320
MXP,HAJ,762.69,4U,0,319
MXP,HAM,894.12,4U;U2,0,319;CRJ
MXP,HAV,8289.48,BV,0,767
MXP,HEL,1950.12,AY,0,320;321;32B
MXP,HER,1795.31,U2,0,319;320
MXP,HKG,9357.35,CX,0,77W
MXP,IBZ,964.05,U2,0,319
MXP,IKA,3712.87,IR,0,AB6
MXP,ISB,5503.75,PK,0,777
MXP,IST,1682.2,TK,0,320;321;739
MXP,JED,3833.27,AZ;SV,0,320
MXP,JFK,6412.75,AA;AY;AZ;B6;BA;DL;EK;IB;QR;US,0,330;763;764;77W
MXP,JMK,1651.49,U2,0,319;320
MXP,KBP,1723.43,PS,0,73N;73R
MXP,KIV,1554.97,9U;IG,0,737;E90
MXP,LCA,2413.18,U2,0,320
MXP,LED,2122.4,AZ;SU;UN,0,320;735
MXP,LGW,898.88,U2,0,319;320
MXP,LHR,936.38,AA;BA,0,319;320;321
MXP,LIS,1651.71,AZ;TP;U2;US,0,100;319;320
MXP,LRM,7605.0,BV,0,767
MXP,LTN,961.31,U2,0,319;320
MXP,LUX,482.5,AZ;LG;U2,0,319;DH4;ER4
MXP,LUZ,1202.73,K2,0,DH4
MXP,LYS,283.51,A5;AF;AZ,0,CRJ;ER4
MXP,MAD,1149.86,IB;U2;UX,0,319;320;321;738
MXP,MAN,1167.5,BE,0,E75
MXP,MCT,5051.25,WY,0,332
MXP,MIA,7920.01,AA;AY;BA;IB;US,0,763
MXP,MRS,369.57,AF;AZ;T7;XK,0,AT7;BEH
MXP,MRU,8849.5,IG,0,767
MXP,MSQ,1654.33,B2,0,735
MXP,MUC,381.36,LH,0,E95
MXP,NAP,693.37,U2,0,319;320
MXP,NRT,9748.5,AZ,0,772
MXP,NTE,810.15,A5;AF;AZ,0,ER4
MXP,OLB,530.02,U2,0,319;320
MXP,OPO,1484.08,AZ;TP,0,100;ER4
MXP,OSL,1618.53,DY;SK,0,733;738;73G;73H
